text,label
Hot sale on gift card. Don’t miss out 7DxTAtpO,Spam
Please confirm your availability for the interview 1OmOefmk,Not Spam
Please confirm your availability for the interview UYUCZThB,Not Spam
Final reminder: Your loan of ₹7749 is approved AKjrwqzA,Spam
Earn ₹8348 per day from home. Join now ftIpPTXz,Spam
Earn ₹539 per day from home. Join now kXEBodQQ,Spam
Your order has been shipped and will arrive soon MveIwFPq,Not Spam
Can you send me the project files? oefrhbcU,Not Spam
Exclusive deal on TV. Order before it ends 9dj9TWnn,Spam
Can you send me the project files? hW8z9Tzf,Not Spam
Urgent! Your account is suspended. Verify immediately Hmvb8Af4,Spam
"Hi, can we reschedule our meeting to tomorrow? iVcVmn14",Not Spam
Congratulations! You won a TV. Click here to claim now LnaTE9pu,Spam
Please find the attached report for your review 9h6GgQTb,Not Spam
Congratulations! You won a smartwatch. Click here to claim now Hq07Umj8,Spam
Win a brand new tablet by entering this contest kru2BIPq,Spam
Let's catch up over coffee this weekend NEEVikkq,Not Spam
Final reminder: Your loan of ₹8754 is approved gtlVD9r7,Spam
You have been selected for a free gift card. Register today umNo7ecg,Spam
Urgent! Your account is suspended. Verify immediately ujDjsZ74,Spam
Please confirm your availability for the interview DfQ6iIaK,Not Spam
Happy Birthday! Have a great year ahead ekS3SA0N,Not Spam
Please confirm your availability for the interview H2NsSAd2,Not Spam
Urgent! Your account is suspended. Verify immediately qCl5Gcg9,Spam
Earn ₹2824 per day from home. Join now mLwY5n7l,Spam
Claim your cashback of ₹6673 today 0mBjeuWh,Spam
Claim your cashback of ₹4901 today mZE6Tv0B,Spam
Limited time offer! Get 57% discount on tablet. Buy now Rk4UYkRl,Spam
Happy Birthday! Have a great year ahead AgqeYGaL,Not Spam
Happy Birthday! Have a great year ahead ZJK2cqMD,Not Spam
Exclusive deal on laptop. Order before it ends z2QzxOWz,Spam
Urgent! Your account is suspended. Verify immediately WTnzPrUh,Spam
Please confirm your availability for the interview UyAR7kn9,Not Spam
Happy Birthday! Have a great year ahead r9atAvAL,Not Spam
The event starts at 10 AM tomorrow hGIrv9Jr,Not Spam
Exclusive deal on TV. Order before it ends 6hnzdwmm,Spam
The event starts at 10 AM tomorrow UHYmZKS1,Not Spam
Please confirm your availability for the interview ntysqwoi,Not Spam
Thank you for your purchase iSY7XK3z,Not Spam
Happy Birthday! Have a great year ahead x9ia2Esh,Not Spam
Can you send me the project files? Pk8bdftE,Not Spam
Reminder: Submit your assignment by tonight 1DXCS25p,Not Spam
Please find the attached report for your review fMVkjV4B,Not Spam
"Hi, can we reschedule our meeting to tomorrow? NZ2n98ic",Not Spam
You have been selected for a free bike. Register today cHPm3vPg,Spam
Please find the attached report for your review 2Hn5pteM,Not Spam
Please confirm your availability for the interview Whx3Bs61,Not Spam
"Hi, can we reschedule our meeting to tomorrow? vhREfR5i",Not Spam
You have been selected for a free bike. Register today cWYR9euN,Spam
Win a brand new laptop by entering this contest bJKZJuqu,Spam
Win a brand new tablet by entering this contest OE05sNOt,Spam
The event starts at 10 AM tomorrow bSMz4yUD,Not Spam
"Hi, can we reschedule our meeting to tomorrow? rmQPBOUz",Not Spam
Claim your cashback of ₹3119 today u9P6v34z,Spam
Can you send me the project files? WwZTu6C6,Not Spam
Win a brand new laptop by entering this contest ijXBlCBd,Spam
Final reminder: Your loan of ₹715 is approved bD74Vkcy,Spam
Let's catch up over coffee this weekend QrYPMmfu,Not Spam
Earn ₹2014 per day from home. Join now bKkWSzVZ,Spam
Thank you for your purchase r68t1xC6,Not Spam
Win a brand new bike by entering this contest WuVPDSah,Spam
Can you send me the project files? AfnaME19,Not Spam
Limited time offer! Get 30% discount on iPhone. Buy now n7L8ZHdl,Spam
Claim your cashback of ₹6126 today DoKqzqbs,Spam
Exclusive deal on bike. Order before it ends IZyGjZmt,Spam
"Hi, can we reschedule our meeting to tomorrow? brtFWDqx",Not Spam
Final reminder: Your loan of ₹9015 is approved 1KiIGCt9,Spam
Congratulations! You won a headphones. Click here to claim now QNLVfgvA,Spam
Reminder: Submit your assignment by tonight QmxQToZ8,Not Spam
Thank you for your purchase 6fADwmLC,Not Spam
Your order has been shipped and will arrive soon eErIeT98,Not Spam
Claim your cashback of ₹9550 today 0ZBbKfdA,Spam
Your order has been shipped and will arrive soon UQgaz5Z5,Not Spam
Hot sale on laptop. Don’t miss out sRdxmm8j,Spam
Please confirm your availability for the interview urfHr9AP,Not Spam
Limited time offer! Get 11% discount on bike. Buy now IjVPrO03,Spam
Your order has been shipped and will arrive soon vTULLyXp,Not Spam
Earn ₹9377 per day from home. Join now VDj5NwJT,Spam
Please find the attached report for your review BPAUhbR9,Not Spam
Let's catch up over coffee this weekend bRbMEmYs,Not Spam
Win a brand new TV by entering this contest pGFshUpH,Spam
Urgent! Your account is suspended. Verify immediately x0eIemiW,Spam
Hot sale on headphones. Don’t miss out esb3go5Y,Spam
Can you send me the project files? UTkgFQiH,Not Spam
Happy Birthday! Have a great year ahead yAS0HfLb,Not Spam
Reminder: Submit your assignment by tonight PCRxPiHb,Not Spam
Can you send me the project files? WUhASS6A,Not Spam
Limited time offer! Get 10% discount on bike. Buy now FG8hbPtK,Spam
Earn ₹6725 per day from home. Join now 2IFmsoCd,Spam
Limited time offer! Get 27% discount on headphones. Buy now kMO1EyEC,Spam
Urgent! Your account is suspended. Verify immediately Ca1tJRlD,Spam
Can you send me the project files? rlYtokQc,Not Spam
The event starts at 10 AM tomorrow 4aQHkcmr,Not Spam
Your order has been shipped and will arrive soon cPM6sqyK,Not Spam
Exclusive deal on tablet. Order before it ends 9hNJ57zh,Spam
Exclusive deal on gift card. Order before it ends xeSKuHjr,Spam
Happy Birthday! Have a great year ahead otN2yvPo,Not Spam
"Hi, can we reschedule our meeting to tomorrow? jZyQ2yWA",Not Spam
Happy Birthday! Have a great year ahead kcpdeGm0,Not Spam
You have been selected for a free laptop. Register today nr3xmPvF,Spam
Final reminder: Your loan of ₹4452 is approved RlB3pOch,Spam
"Hi, can we reschedule our meeting to tomorrow? S103mUsX",Not Spam
You have been selected for a free iPhone. Register today jK8JKFNq,Spam
Limited time offer! Get 15% discount on bike. Buy now Yuc1GGGd,Spam
Final reminder: Your loan of ₹992 is approved ibp4SAgh,Spam
Thank you for your purchase hWTdd7UB,Not Spam
Win a brand new TV by entering this contest HMOq0SrA,Spam
You have been selected for a free gift card. Register today WVrfniSA,Spam
Please find the attached report for your review nmPBL4Bc,Not Spam
The event starts at 10 AM tomorrow sZ8N6aIm,Not Spam
Please confirm your availability for the interview Y97iBVIc,Not Spam
Hot sale on TV. Don’t miss out xZj6zDEc,Spam
Claim your cashback of ₹9223 today xzdHrV4t,Spam
Please confirm your availability for the interview Inn9djkX,Not Spam
Final reminder: Your loan of ₹2460 is approved oRl8iKaf,Spam
Congratulations! You won a gift card. Click here to claim now 0GUcioON,Spam
"Hi, can we reschedule our meeting to tomorrow? 8EnwKGIu",Not Spam
Congratulations! You won a tablet. Click here to claim now zNt1IcxZ,Spam
Win a brand new bike by entering this contest Rr49jXKq,Spam
Can you send me the project files? wC2jAnos,Not Spam
Final reminder: Your loan of ₹378 is approved ZWV2m4O6,Spam
The event starts at 10 AM tomorrow 1nzaUaqu,Not Spam
Urgent! Your account is suspended. Verify immediately vmjb1HpM,Spam
Exclusive deal on iPhone. Order before it ends h4tHrJKk,Spam
Claim your cashback of ₹3292 today 73JypDfO,Spam
"Hi, can we reschedule our meeting to tomorrow? 3UlUDeNl",Not Spam
Thank you for your purchase DZdq9L55,Not Spam
The event starts at 10 AM tomorrow plkbC3zn,Not Spam
Exclusive deal on tablet. Order before it ends idspaRZz,Spam
Thank you for your purchase nyheULW5,Not Spam
Please confirm your availability for the interview 2GBagoSY,Not Spam
The event starts at 10 AM tomorrow MW3QYHKz,Not Spam
Please find the attached report for your review u86cDJ4n,Not Spam
Your order has been shipped and will arrive soon AJjmbsOq,Not Spam
Urgent! Your account is suspended. Verify immediately t6BDTQUt,Spam
Hot sale on headphones. Don’t miss out ShpCAvzd,Spam
Final reminder: Your loan of ₹2992 is approved Y00hSPXn,Spam
"Hi, can we reschedule our meeting to tomorrow? Kdxryc3f",Not Spam
Hot sale on iPhone. Don’t miss out TKEjwwBc,Spam
Reminder: Submit your assignment by tonight akIapxyo,Not Spam
Limited time offer! Get 38% discount on TV. Buy now ENpaSd1a,Spam
Win a brand new laptop by entering this contest Loed091U,Spam
Hot sale on TV. Don’t miss out YQRsN3uG,Spam
Let's catch up over coffee this weekend du3aB0A5,Not Spam
Reminder: Submit your assignment by tonight nr9gELXY,Not Spam
You have been selected for a free bike. Register today NO03JVrh,Spam
Urgent! Your account is suspended. Verify immediately WdYtB8J6,Spam
Win a brand new TV by entering this contest 9yPWrHWV,Spam
Hot sale on tablet. Don’t miss out PjIrKsK8,Spam
Win a brand new headphones by entering this contest VvNwGCmf,Spam
Happy Birthday! Have a great year ahead ewAvLIFH,Not Spam
Hot sale on gift card. Don’t miss out GP2Npg0C,Spam
Please find the attached report for your review blFKUKEw,Not Spam
The event starts at 10 AM tomorrow DtoejhDt,Not Spam
Can you send me the project files? 7hSNh5FP,Not Spam
The event starts at 10 AM tomorrow jfzQmIqu,Not Spam
Please find the attached report for your review 50hNCcKJ,Not Spam
Win a brand new bike by entering this contest SsbHxUfi,Spam
"Hi, can we reschedule our meeting to tomorrow? 9w7t5TWI",Not Spam
Happy Birthday! Have a great year ahead VjJeEasX,Not Spam
You have been selected for a free laptop. Register today MmSGDEtl,Spam
Please confirm your availability for the interview TnL6uAiS,Not Spam
Happy Birthday! Have a great year ahead IitXxzrY,Not Spam
Claim your cashback of ₹8856 today x2IwkLNz,Spam
Hot sale on laptop. Don’t miss out 5YHjqrHr,Spam
Your order has been shipped and will arrive soon w5ESeE0b,Not Spam
Win a brand new iPhone by entering this contest 8atXtO8h,Spam
Let's catch up over coffee this weekend uEoSmiRg,Not Spam
Urgent! Your account is suspended. Verify immediately DFbi6wKn,Spam
"Hi, can we reschedule our meeting to tomorrow? n6FNMGPy",Not Spam
Exclusive deal on iPhone. Order before it ends S7DgChzZ,Spam
Can you send me the project files? 2u4IkFn9,Not Spam
Can you send me the project files? f472iXsr,Not Spam
"Hi, can we reschedule our meeting to tomorrow? veV4ZCsJ",Not Spam
Your order has been shipped and will arrive soon eDAO7zly,Not Spam
The event starts at 10 AM tomorrow 5B6BJEUY,Not Spam
Claim your cashback of ₹9194 today s38r1GGc,Spam
Please find the attached report for your review UrWY5X4E,Not Spam
Claim your cashback of ₹1313 today UlxeLdv8,Spam
Urgent! Your account is suspended. Verify immediately 2Wun8KSs,Spam
Please confirm your availability for the interview k6CqsLoo,Not Spam
Please find the attached report for your review s4wDJjgJ,Not Spam
Limited time offer! Get 60% discount on bike. Buy now KJvqNZYp,Spam
Your order has been shipped and will arrive soon tZRjbALd,Not Spam
Final reminder: Your loan of ₹2194 is approved GiMXdMnn,Spam
Limited time offer! Get 51% discount on gift card. Buy now zzGVAOio,Spam
Urgent! Your account is suspended. Verify immediately bzxGHlkD,Spam
Please confirm your availability for the interview g0rckAKU,Not Spam
Let's catch up over coffee this weekend mfOr0yfs,Not Spam
Happy Birthday! Have a great year ahead Hm8opxHv,Not Spam
Final reminder: Your loan of ₹2260 is approved SrRDS7s8,Spam
Can you send me the project files? AvmHEQVf,Not Spam
The event starts at 10 AM tomorrow m4yTk2Y4,Not Spam
Please confirm your availability for the interview Vh0yREAh,Not Spam
Can you send me the project files? aQg3hd9X,Not Spam
Congratulations! You won a smartwatch. Click here to claim now 3fzH7eD0,Spam
Limited time offer! Get 70% discount on headphones. Buy now ErE4s94z,Spam
Happy Birthday! Have a great year ahead VneGRIKg,Not Spam
Reminder: Submit your assignment by tonight WKkbpgb2,Not Spam
Reminder: Submit your assignment by tonight XOW8UuOu,Not Spam
Please find the attached report for your review EZu0zbmb,Not Spam
Thank you for your purchase Pjz2GLZa,Not Spam
Urgent! Your account is suspended. Verify immediately T7CSbwbD,Spam
Let's catch up over coffee this weekend ChVKRJrS,Not Spam
Limited time offer! Get 54% discount on smartwatch. Buy now nCMFmKkw,Spam
Can you send me the project files? Lo7rrkaT,Not Spam
Win a brand new iPhone by entering this contest lm5UH2cT,Spam
Exclusive deal on gift card. Order before it ends 5TtnpMon,Spam
Hot sale on TV. Don’t miss out uauwLZWJ,Spam
Happy Birthday! Have a great year ahead mqlKnzJI,Not Spam
You have been selected for a free laptop. Register today 56c9acGz,Spam
Can you send me the project files? hz2DJuWG,Not Spam
Thank you for your purchase wQEIqn91,Not Spam
Claim your cashback of ₹8399 today arsweMTo,Spam
Exclusive deal on tablet. Order before it ends KPMglBzF,Spam
Thank you for your purchase U272og86,Not Spam
Can you send me the project files? mePqYx3y,Not Spam
Hot sale on gift card. Don’t miss out L0ILpn9G,Spam
Earn ₹302 per day from home. Join now 0W8JAE5Z,Spam
Win a brand new smartwatch by entering this contest ctuSGKZS,Spam
Congratulations! You won a iPhone. Click here to claim now WEYlocAG,Spam
Thank you for your purchase q5idhaKe,Not Spam
Claim your cashback of ₹2559 today jX3iO0LB,Spam
Earn ₹9641 per day from home. Join now 9YFznvnj,Spam
Thank you for your purchase Lyz5oYfp,Not Spam
Thank you for your purchase m0paBjTy,Not Spam
Please confirm your availability for the interview sN3Ub9rs,Not Spam
Please find the attached report for your review bu2G1JeX,Not Spam
Win a brand new gift card by entering this contest RrcQRHcb,Spam
Limited time offer! Get 10% discount on tablet. Buy now e10f5BJi,Spam
Congratulations! You won a tablet. Click here to claim now zzBSJe4d,Spam
"Hi, can we reschedule our meeting to tomorrow? zmlWttMz",Not Spam
Please confirm your availability for the interview kjcwY3PB,Not Spam
Exclusive deal on laptop. Order before it ends BmduQ7vx,Spam
Urgent! Your account is suspended. Verify immediately xA0Qshix,Spam
"Hi, can we reschedule our meeting to tomorrow? KIiXiFN1",Not Spam
Please confirm your availability for the interview yPQTWQ4G,Not Spam
Please confirm your availability for the interview xRnzlp3l,Not Spam
"Hi, can we reschedule our meeting to tomorrow? VkJwKxi3",Not Spam
Thank you for your purchase NYr7Akbb,Not Spam
Please find the attached report for your review wjWMHITa,Not Spam
You have been selected for a free TV. Register today esdGQ4SU,Spam
Can you send me the project files? W3TOL5gZ,Not Spam
Earn ₹693 per day from home. Join now xrbR1pFt,Spam
Happy Birthday! Have a great year ahead 8p83M3BH,Not Spam
Earn ₹4070 per day from home. Join now ev7Bg3wm,Spam
Let's catch up over coffee this weekend 9FZyy8fB,Not Spam
Urgent! Your account is suspended. Verify immediately Z8AfkViV,Spam
Limited time offer! Get 15% discount on TV. Buy now zFUbvCFh,Spam
Exclusive deal on TV. Order before it ends f64GeJHp,Spam
Claim your cashback of ₹1234 today n81dL0Io,Spam
Urgent! Your account is suspended. Verify immediately ppA5t3rL,Spam
Hot sale on smartwatch. Don’t miss out SkswkBiS,Spam
Win a brand new tablet by entering this contest gLtXC4TS,Spam
Happy Birthday! Have a great year ahead yUFSaJnr,Not Spam
The event starts at 10 AM tomorrow 9JFqpItr,Not Spam
Exclusive deal on laptop. Order before it ends 6UtT4Cig,Spam
You have been selected for a free smartwatch. Register today XUJB1QyS,Spam
Reminder: Submit your assignment by tonight nPrblwg2,Not Spam
Urgent! Your account is suspended. Verify immediately 2HzFpPAg,Spam
Happy Birthday! Have a great year ahead QQ0PjUYx,Not Spam
You have been selected for a free headphones. Register today JKjT9ymG,Spam
Happy Birthday! Have a great year ahead d44HIKyx,Not Spam
Your order has been shipped and will arrive soon RKdSVhWm,Not Spam
Win a brand new iPhone by entering this contest sGRplJpQ,Spam
Can you send me the project files? O8tdZp2g,Not Spam
Win a brand new tablet by entering this contest fKD9Q4hl,Spam
Claim your cashback of ₹8560 today LMDHZDlJ,Spam
Can you send me the project files? MP0wR4x3,Not Spam
Please find the attached report for your review 2gDfh8sn,Not Spam
